"device_id","app_name","minutes"
2512,"Google Search (Mobile App)",0.43
2557,"Facebook Messenger (Mobile App)",401.24
2487,"Yahoo Mail (Mobile App)",37.57
706,"Netflix (Mobile App)",0.53
2386,"Instagram (Mobile App)",331.39
1503,"Outlook (Mobile App)",33.82
1481,"Outlook (Mobile App)",33.79
2761,"Snapchat (Mobile App)",10.24
2772,"Google Play (Mobile App)",90.30
180,"YouTube (Mobile App)",33.38
272,"GroupMe (Mobile App)",0.31
485,"Facebook Messenger (Mobile App)",309.65
1073,"Amazon Mobile (Mobile App)",6.18
1759,"Kindle (Mobile App)",0.98
1183,"Google Play (Mobile App)",15.40
1496,"Facebook Messenger (Mobile App)",201.86
422,"Google Play (Mobile App)",2.69
2046,"Yahoo Newsroom (Mobile App)",27.22
195,"Amazon Mobile (Mobile App)",
234,"Amazon Music with Prime Music (Mobile App)",9.53
1528,"YouTube (Mobile App)",0.53
1861,"Facebook (Mobile App)",594.07
2015,"Snapchat (Mobile App)",73.13
965,"Microsoft Word (Mobile App)",14.94
1149,"Pinterest (Mobile App)",6.60
179,"Facebook Messenger (Mobile App)",0.98
676,"Google Search (Mobile App)",470.00
2026,"Facebook (Mobile App)",1562.24
765,"Google Play (Mobile App)",26.43
2364,"Pinterest (Mobile App)",28.59
2304,"Instagram (Mobile App)",251.83
409,"Amazon Mobile (Mobile App)",1.10
548,"Walmart (Mobile App)",28.16
1479,"Tumblr (Mobile App)",1.70
39,"Amazon Music with Prime Music (Mobile App)",22.47
973,"Facebook Messenger (Mobile App)",133.26
2585,"Google Play (Mobile App)",2.53
1511,"YouTube (Mobile App)",0.04
2393,"Instagram (Mobile App)",215.49
1812,"Yahoo Mail (Mobile App)",13.92
2383,"Amazon Mobile (Mobile App)",14.02
2559,"Netflix (Mobile App)",698.41
2241,"Google Play (Mobile App)",24.23
794,"Amazon Mobile (Mobile App)",3.25
1062,"YouTube (Mobile App)",45.60
1342,"Google Search (Mobile App)",196.35
499,"Pinterest (Mobile App)",70.59
1830,"Google Play (Mobile App)",5.98
2177,"Pinterest (Mobile App)",104.26
575,"Facebook Messenger (Mobile App)",589.99
230,"YouTube (Mobile App)",375.22
1388,"Amazon Mobile (Mobile App)",0.42
1687,"Facebook (Mobile App)",15.54
552,"Snapchat (Mobile App)",481.18
1063,"Google Play (Mobile App)",52.34
2743,"Google Play (Mobile App)",12.20
325,"Facebook (Mobile App)",
2348,"YouTube (Mobile App)",
2748,"Instagram (Mobile App)",1642.54
2395,"Amazon Mobile (Mobile App)",1.07
20,"Facebook Messenger (Mobile App)",279.06
289,"Amazon Mobile (Mobile App)",231.78
1058,"Google Play (Mobile App)",0.17
2577,"Facebook (Mobile App)",199.92
320,"Kindle (Mobile App)",0.09
2489,"Google Play (Mobile App)",29.14
2453,"Facebook (Mobile App)",1631.32
1242,"Amazon Mobile (Mobile App)",3.28
480,"Instagram (Mobile App)",5.87
2080,"Pinterest (Mobile App)",46.39
1921,"Google Play (Mobile App)",59.05
1688,"Facebook (Mobile App)",1330.21
587,"Facebook Messenger (Mobile App)",2006.69
1260,"Facebook (Mobile App)",924.77
187,"Facebook Messenger (Mobile App)",318.58
1879,"Facebook (Mobile App)",319.50
2537,"Pinterest (Mobile App)",109.93
631,"YouTube (Mobile App)",0.45
688,"Facebook (Mobile App)",938.58
1435,"Google Search (Mobile App)",147.59
1200,"Facebook (Mobile App)",2266.70
638,"YouTube (Mobile App)",307.99
697,"Google Play (Mobile App)",89.67
2262,"YouTube (Mobile App)",12.32
2599,"Facebook Messenger (Mobile App)",431.80
110,"Google Play (Mobile App)",10.72
2655,"Google Play (Mobile App)",3.06
1422,"Facebook Messenger (Mobile App)",287.90
134,"Facebook (Mobile App)",454.94
110,"YouTube (Mobile App)",1069.51
548,"YouTube (Mobile App)",43.87
1656,"Yahoo Mail (Mobile App)",38.98
1809,"Facebook Messenger (Mobile App)",64.28
1853,"Pinterest (Mobile App)",48.95
841,"Facebook (Mobile App)",1051.82
389,"Google Search (Mobile App)",0.62
2692,"Netflix (Mobile App)",0.04
1316,"Facebook (Mobile App)",1718.89
1416,"YouTube (Mobile App)",193.93
2338,"Google Search (Mobile App)",28.13
830,"Google Search (Mobile App)",103.28
425,"YouTube (Mobile App)",72.82
919,"Facebook (Mobile App)",205.84
951,"Instagram (Mobile App)",4.85
2267,"Facebook Messenger (Mobile App)",148.76
321,"Amazon Mobile (Mobile App)",1.23
67,"Google Play (Mobile App)",99.74
2130,"YouTube (Mobile App)",30.69
360,"YouTube (Mobile App)",381.44
296,"Yahoo Mail (Mobile App)",42.09
2238,"Facebook Messenger (Mobile App)",629.76
319,"YouTube (Mobile App)",41.75
2250,"Facebook Messenger (Mobile App)",4.32
1878,"Google Play (Mobile App)",143.84
887,"Amazon Mobile (Mobile App)",15.98
2117,"Facebook (Mobile App)",1729.14
2162,"Pinterest (Mobile App)",1.23
1750,"Google Search (Mobile App)",14.73
1599,"Amazon Mobile (Mobile App)",57.45
2036,"YouTube (Mobile App)",13.17
949,"Tumblr (Mobile App)",77.43
550,"Google Play (Mobile App)",68.63
1768,"Instagram (Mobile App)",180.15
2555,"Google Play (Mobile App)",3456.95
133,"Google Play (Mobile App)",9.12
259,"Facebook (Mobile App)",1903.40
1417,"Facebook (Mobile App)",565.79
1412,"Sam's Club Scan & Go (Mobile App)",0.28
342,"Facebook Messenger (Mobile App)",
2206,"Pinterest (Mobile App)",206.75
2104,"Facebook (Mobile App)",723.47
1628,"Facebook (Mobile App)",691.62
1010,"Google Play (Mobile App)",0.85
1196,"YouTube (Mobile App)",6.53
1090,"Pinterest (Mobile App)",2.25
2085,"Netflix (Mobile App)",0.82
329,"Google Search (Mobile App)",12.83
2686,"YouTube (Mobile App)",547.25
2620,"Kindle (Mobile App)",9.35
2507,"Facebook (Mobile App)",0.24
2262,"Instagram (Mobile App)",27.93
841,"YouTube (Mobile App)",5.46
955,"Snapchat (Mobile App)",412.43
2424,"Facebook Messenger (Mobile App)",439.96
2333,"Instagram (Mobile App)",36.25
2506,"Google Play (Mobile App)",15.07
2133,"Amazon Mobile (Mobile App)",22.74
2342,"Google Play (Mobile App)",4.90
302,"YouTube (Mobile App)",16.97
1272,"Google Play (Mobile App)",90.27
2206,"Amazon Mobile (Mobile App)",4.81
1287,"Walmart (Mobile App)",7.48
848,"YouTube (Mobile App)",321.40
2298,"Facebook (Mobile App)",1129.62
20,"Google Search (Mobile App)",371.07
2067,"Google Play (Mobile App)",71.83
1431,"Google Search (Mobile App)",28.16
1380,"Facebook Messenger (Mobile App)",432.94
2749,"YouTube (Mobile App)",0.09
287,"Yahoo Mail (Mobile App)",63.10
1455,"Netflix (Mobile App)",4.40
2519,"Facebook Messenger (Mobile App)",20.69
1269,"Facebook (Mobile App)",981.32
1060,"Google Play (Mobile App)",14.38
2485,"Amazon Music with Prime Music (Mobile App)",2.17
294,"Google Search (Mobile App)",127.52
446,"Outlook (Mobile App)",12.49
720,"Snapchat (Mobile App)",0.35
1256,"Instagram (Mobile App)",1.33
1635,"Amazon Music with Prime Music (Mobile App)",0.03
2504,"Facebook Messenger (Mobile App)",3.82
2600,"Instagram (Mobile App)",4.34
256,"Facebook Messenger (Mobile App)",2321.60
1697,"Amazon Mobile (Mobile App)",94.67
1948,"Facebook (Mobile App)",986.34
203,"Tumblr (Mobile App)",8.02
1438,"GroupMe (Mobile App)",11.11
2285,"Amazon Mobile (Mobile App)",9.96
2752,"Snapchat (Mobile App)",73.28
1737,"Pinterest (Mobile App)",92.72
2765,"Facebook Messenger (Mobile App)",859.39
215,"Instagram (Mobile App)",188.69
2479,"Yahoo Newsroom (Mobile App)",17.36
2707,"Google Search (Mobile App)",72.44
213,"Facebook (Mobile App)",2276.23
854,"Instagram (Mobile App)",280.59
1261,"Facebook Messenger (Mobile App)",1153.83
2484,"Google Play (Mobile App)",30.71
1345,"Instagram (Mobile App)",378.48
1029,"Netflix (Mobile App)",28.33
177,"Facebook (Mobile App)",495.43
1073,"Facebook Messenger (Mobile App)",269.75
1195,"Google Play (Mobile App)",5.47
2243,"Google Play (Mobile App)",196.44
2001,"Facebook (Mobile App)",291.76
1697,"Google Search (Mobile App)",1.95
511,"Facebook (Mobile App)",91.15
172,"Google Search (Mobile App)",0.29
622,"Google Search (Mobile App)",129.52
2195,"Instagram (Mobile App)",996.11
590,"Facebook (Mobile App)",1521.37
1994,"Walmart (Mobile App)",
505,"Tumblr (Mobile App)",153.18
952,"Instagram (Mobile App)",520.49
2236,"YouTube (Mobile App)",63.68
2059,"Instagram (Mobile App)",860.22
2034,"Facebook Messenger (Mobile App)",577.13
1059,"Outlook (Mobile App)",0.43
235,"Google Search (Mobile App)",38.11
1674,"Snapchat (Mobile App)",11.51
2665,"Facebook (Mobile App)",203.06
2128,"Facebook Messenger (Mobile App)",20.10
1324,"Google Play (Mobile App)",210.16
2539,"Google Search (Mobile App)",61.52
2360,"Google Search (Mobile App)",2.72
379,"Outlook (Mobile App)",10.90
1518,"Google Search (Mobile App)",26.48
1724,"Facebook (Mobile App)",1575.15
991,"Google Play (Mobile App)",4.70
1680,"Amazon Mobile (Mobile App)",1.44
895,"Snapchat (Mobile App)",52.11
456,"Instagram (Mobile App)",66.04
779,"Facebook (Mobile App)",296.08
388,"YouTube (Mobile App)",944.86
2105,"Google Play (Mobile App)",24.07
1743,"Google Play (Mobile App)",6.52
499,"Google Search (Mobile App)",
359,"Pinterest (Mobile App)",18.16
1887,"Facebook (Mobile App)",3762.36
1480,"GroupMe (Mobile App)",11.20
1512,"Amazon Mobile (Mobile App)",174.19
2580,"Tumblr (Mobile App)",29.10
1559,"Facebook Messenger (Mobile App)",702.07
1224,"Google Search (Mobile App)",2.13
1921,"YouTube (Mobile App)",0.70
916,"Facebook (Mobile App)",3163.72
2218,"Google Search (Mobile App)",90.30
2047,"Facebook (Mobile App)",446.65
639,"Netflix (Mobile App)",54.91
2496,"Google Play (Mobile App)",36.00
614,"Facebook Messenger (Mobile App)",18.34
241,"Walmart (Mobile App)",7.93
1414,"Tumblr (Mobile App)",282.23
185,"Facebook (Mobile App)",872.78
1325,"Yahoo Newsroom (Mobile App)",0.69
1114,"Netflix (Mobile App)",0.12
301,"Google Play (Mobile App)",46.13
821,"Facebook (Mobile App)",1399.72
2434,"Facebook (Mobile App)",274.36
2031,"Pinterest (Mobile App)",43.59
175,"Kindle (Mobile App)",39.08
2352,"Google Play (Mobile App)",23.56
1543,"Snapchat (Mobile App)",381.04
486,"Amazon Mobile (Mobile App)",29.83
1504,"Snapchat (Mobile App)",407.03
1085,"YouTube (Mobile App)",307.63
1701,"Facebook Messenger (Mobile App)",958.05
2440,"Google Search (Mobile App)",22.62
411,"Google Play (Mobile App)",7.32
2433,"Facebook (Mobile App)",3288.68
878,"Walmart (Mobile App)",0.08
1210,"Google Play (Mobile App)",1.41
1613,"Facebook (Mobile App)",
1318,"Google Search (Mobile App)",11.87
22,"Facebook (Mobile App)",419.36
734,"Google Play (Mobile App)",24.75
88,"Google Play (Mobile App)",7.21
759,"Facebook Messenger (Mobile App)",38.42
849,"Facebook (Mobile App)",839.07
2344,"Netflix (Mobile App)",0.10
2517,"Facebook (Mobile App)",265.01
2580,"Snapchat (Mobile App)",166.48
1286,"YouTube (Mobile App)",7.14
2074,"Pinterest (Mobile App)",195.50
1020,"Google Play (Mobile App)",12.45
1267,"Facebook Messenger (Mobile App)",264.36
2149,"YouTube (Mobile App)",7.48
2502,"Facebook Messenger (Mobile App)",68.45
534,"Amazon Mobile (Mobile App)",2.13
1307,"Facebook (Mobile App)",49.22
2216,"Walmart (Mobile App)",0.66
774,"Google Search (Mobile App)",0.65
1545,"Google Search (Mobile App)",27.22
678,"Amazon Mobile (Mobile App)",23.48
2759,"Walmart (Mobile App)",2.33
936,"Facebook Messenger (Mobile App)",141.07
2442,"Netflix (Mobile App)",87.29
284,"Netflix (Mobile App)",47.45
1076,"Instagram (Mobile App)",162.20
724,"Google Search (Mobile App)",444.30
2348,"Google Play (Mobile App)",137.72
1385,"Google Search (Mobile App)",0.99
1183,"Amazon Mobile (Mobile App)",3.49
2221,"YouTube (Mobile App)",2746.30
110,"Facebook Messenger (Mobile App)",933.36
1793,"YouTube (Mobile App)",0.12
1966,"Google Play (Mobile App)",2.24
615,"YouTube (Mobile App)",381.95
1207,"Instagram (Mobile App)",550.31
1191,"YouTube (Mobile App)",1370.47
568,"Facebook Messenger (Mobile App)",952.24
1385,"Kindle (Mobile App)",109.18
1848,"Google Play (Mobile App)",0.35
1527,"Pinterest (Mobile App)",11.28
1602,"Walmart (Mobile App)",23.53
1255,"Tumblr (Mobile App)",48.89
2538,"YouTube (Mobile App)",507.91
1813,"Pinterest (Mobile App)",
754,"Tumblr (Mobile App)",585.83
1607,"Google Play (Mobile App)",5.47
1456,"Snapchat (Mobile App)",0.26
2509,"Google Play (Mobile App)",21.59
1075,"Google Search (Mobile App)",93.07
7,"Facebook Messenger (Mobile App)",126.75
837,"Google Search (Mobile App)",8.94
568,"Google Search (Mobile App)",291.58
2692,"Facebook Messenger (Mobile App)",153.86
2578,"Facebook (Mobile App)",782.68
713,"Facebook (Mobile App)",89.09
1117,"Microsoft Word (Mobile App)",1.13
1396,"YouTube (Mobile App)",534.76
2663,"Yahoo Mail (Mobile App)",2.92
2160,"Google Search (Mobile App)",52.62
2114,"Google Play (Mobile App)",4.53
2595,"Google Play (Mobile App)",3.23
548,"Google Play (Mobile App)",234.98
1841,"Instagram (Mobile App)",43.72
1748,"Facebook Messenger (Mobile App)",364.40
359,"Google Play (Mobile App)",15.20
870,"Facebook Messenger (Mobile App)",1002.47
166,"Kindle (Mobile App)",1488.35
1084,"Walmart (Mobile App)",20.65
1191,"Tumblr (Mobile App)",1011.42
1828,"Yahoo Mail (Mobile App)",65.99
194,"YouTube (Mobile App)",1618.47
64,"YouTube (Mobile App)",6.27
2066,"Facebook (Mobile App)",799.90
1826,"Amazon Mobile (Mobile App)",35.50
542,"Tumblr (Mobile App)",1.28
2510,"YouTube (Mobile App)",0.80
884,"Google Play (Mobile App)",8.64
2190,"Google Search (Mobile App)",0.58
949,"YouTube (Mobile App)",67.25
1516,"GroupMe (Mobile App)",99.52
732,"Pinterest (Mobile App)",100.14
2675,"Google Search (Mobile App)",17.83
2685,"Google Play (Mobile App)",
1900,"Facebook (Mobile App)",1367.06
2317,"Facebook (Mobile App)",117.78
317,"Walmart (Mobile App)",18.64
192,"Snapchat (Mobile App)",108.97
1036,"Instagram (Mobile App)",4.64
983,"Google Search (Mobile App)",10.93
1657,"Yahoo Mail (Mobile App)",2.65
2268,"Facebook (Mobile App)",365.34
2436,"GroupMe (Mobile App)",42.08
2415,"Facebook (Mobile App)",334.63
593,"Google Search (Mobile App)",135.33
2696,"Google Play (Mobile App)",14.91
2681,"Yahoo Mail (Mobile App)",0.06
2112,"Yahoo Newsroom (Mobile App)",251.10
660,"YouTube (Mobile App)",246.35
652,"Yahoo Mail (Mobile App)",33.53
2257,"Google Search (Mobile App)",26.73
1363,"Instagram (Mobile App)",156.43
1578,"Instagram (Mobile App)",135.25
1356,"YouTube (Mobile App)",121.71
1570,"Outlook (Mobile App)",1.84
1521,"Google Play (Mobile App)",4.46
770,"Google Play (Mobile App)",27.40
1875,"Google Play (Mobile App)",4.34
1471,"Walmart (Mobile App)",33.29
1208,"Amazon Mobile (Mobile App)",48.28
846,"Amazon Mobile (Mobile App)",
947,"Google Search (Mobile App)",17.32
1322,"Instagram (Mobile App)",1.22
1703,"Yahoo Mail (Mobile App)",64.12
1747,"Facebook Messenger (Mobile App)",320.24
2281,"Instagram (Mobile App)",
394,"YouTube (Mobile App)",19.80
1027,"Google Play (Mobile App)",34.83
1020,"Instagram (Mobile App)",276.37
1816,"Google Play (Mobile App)",27.64
1726,"Tumblr (Mobile App)",470.51
855,"Snapchat (Mobile App)",3.49
524,"Amazon Mobile (Mobile App)",0.11
809,"YouTube (Mobile App)",964.98
1502,"Google Play (Mobile App)",3.87
2364,"Instagram (Mobile App)",232.03
2322,"Amazon Mobile (Mobile App)",1.28
395,"Pinterest (Mobile App)",0.16
589,"Facebook (Mobile App)",322.78
338,"Amazon Mobile (Mobile App)",22.92
1709,"Walmart (Mobile App)",0.56
1047,"Snapchat (Mobile App)",29.32
1202,"Amazon Mobile (Mobile App)",20.41
1279,"Sam's Club (Mobile App)",22.94
246,"Pinterest (Mobile App)",2.79
142,"YouTube (Mobile App)",152.50
623,"Facebook (Mobile App)",899.03
2720,"Facebook Messenger (Mobile App)",26.65
709,"Amazon Mobile (Mobile App)",97.01
2224,"Google Play (Mobile App)",10.76
235,"Google Play (Mobile App)",14.52
1994,"Google Play (Mobile App)",19.59
1046,"Instagram (Mobile App)",713.91
1391,"Amazon Music with Prime Music (Mobile App)",37.68
247,"Pinterest (Mobile App)",428.98
394,"Facebook (Mobile App)",2748.86
463,"Amazon Mobile (Mobile App)",10.42
2548,"Amazon Mobile (Mobile App)",18.35
1853,"Facebook (Mobile App)",1572.42
1924,"Amazon Mobile (Mobile App)",1.88
948,"Walmart (Mobile App)",1.22
2083,"Pinterest (Mobile App)",53.32
707,"Google Search (Mobile App)",1.05
1411,"Snapchat (Mobile App)",208.11
833,"Google Search (Mobile App)",23.72
674,"Facebook (Mobile App)",491.17
1307,"YouTube (Mobile App)",41.88
1604,"Instagram (Mobile App)",0.58
583,"Walmart (Mobile App)",8.29
524,"YouTube (Mobile App)",1112.49
1666,"Google Play (Mobile App)",12.70
2525,"Amazon Mobile (Mobile App)",11.56
1209,"Instagram (Mobile App)",17.83
1524,"Facebook (Mobile App)",247.72
307,"Walmart (Mobile App)",10.99
163,"Snapchat (Mobile App)",
969,"Google Play (Mobile App)",
1899,"Tumblr (Mobile App)",190.94
2532,"Amazon Mobile (Mobile App)",2.13
1067,"Google Search (Mobile App)",3.45
155,"Walmart (Mobile App)",5.58
698,"Amazon Mobile (Mobile App)",36.17
967,"Facebook Messenger (Mobile App)",588.66
489,"Walmart (Mobile App)",29.75
745,"Google Play (Mobile App)",35.08
1697,"Google Play (Mobile App)",19.40
291,"Facebook (Mobile App)",652.73
1776,"Walmart (Mobile App)",0.47
1076,"Tumblr (Mobile App)",19.55
463,"Snapchat (Mobile App)",11.46
2731,"Google Search (Mobile App)",4.17
1380,"Yahoo Mail (Mobile App)",231.63
87,"Instagram (Mobile App)",1.45
2735,"Facebook Messenger (Mobile App)",3523.18
2707,"Snapchat (Mobile App)",117.25
1645,"YouTube (Mobile App)",74.87
2466,"Yahoo Mail (Mobile App)",
1375,"Instagram (Mobile App)",14.55
2069,"Facebook Messenger (Mobile App)",197.41
2455,"Kindle (Mobile App)",858.13
566,"Netflix (Mobile App)",364.07
2409,"Facebook (Mobile App)",345.54
1353,"YouTube (Mobile App)",267.62
764,"Google Search (Mobile App)",2.99
1719,"Walmart (Mobile App)",22.28
1465,"Yahoo Mail (Mobile App)",30.37
424,"Google Play (Mobile App)",19.23
1773,"Amazon Mobile (Mobile App)",13.91
2638,"Facebook (Mobile App)",133.27
1669,"Facebook (Mobile App)",713.20
1017,"Google Search (Mobile App)",152.88
992,"Google Search (Mobile App)",3.22
2180,"Google Search (Mobile App)",15.20
1213,"Snapchat (Mobile App)",4.28
47,"Yahoo Newsroom (Mobile App)",3.10
1177,"Google Search (Mobile App)",8.54
735,"Google Play (Mobile App)",76.20
1202,"Google Search (Mobile App)",577.35
1151,"YouTube (Mobile App)",1205.63
439,"YouTube (Mobile App)",0.88
2011,"Facebook (Mobile App)",731.33
1264,"Google Play (Mobile App)",6.16
251,"Google Search (Mobile App)",43.57
2201,"Walmart (Mobile App)",27.75
2580,"Google Search (Mobile App)",2.99
2496,"Kindle (Mobile App)",47.17
281,"Google Search (Mobile App)",0.63
2463,"Yahoo Mail (Mobile App)",0.77
2356,"Amazon Mobile (Mobile App)",3.04
2627,"Amazon Mobile (Mobile App)",9.95
1860,"Walmart (Mobile App)",18.36
250,"Google Search (Mobile App)",41.18
1563,"Facebook Messenger (Mobile App)",553.58
1791,"YouTube (Mobile App)",620.51
647,"Instagram (Mobile App)",27.66
2393,"Snapchat (Mobile App)",1.17
2628,"YouTube (Mobile App)",2818.45
1730,"Amazon Mobile (Mobile App)",1.26
1022,"Pinterest (Mobile App)",180.41
1123,"Amazon Mobile (Mobile App)",52.82
2082,"Google Search (Mobile App)",67.14
425,"Google Search (Mobile App)",23.54
181,"Snapchat (Mobile App)",10.74
2354,"Google Search (Mobile App)",141.77
1196,"Snapchat (Mobile App)",885.51
2358,"Yahoo Mail (Mobile App)",38.45
91,"Amazon Music with Prime Music (Mobile App)",1022.36
463,"Google Search (Mobile App)",25.46
2317,"Tumblr (Mobile App)",157.68
2711,"YouTube (Mobile App)",2.20
1579,"Facebook (Mobile App)",198.99
1095,"Pinterest (Mobile App)",16.72
1554,"Google Play (Mobile App)",8.01
503,"Sam's Club Scan & Go (Mobile App)",2.18
1795,"Walmart (Mobile App)",21.77
952,"Snapchat (Mobile App)",326.46
1086,"Google Play (Mobile App)",2.02
1834,"Instagram (Mobile App)",1.85
1150,"Sam's Club Scan & Go (Mobile App)",0.18
1101,"Snapchat (Mobile App)",585.60
1509,"Facebook (Mobile App)",1355.29
1496,"YouTube (Mobile App)",
1573,"Facebook (Mobile App)",1033.44
2127,"Google Play (Mobile App)",72.14
1651,"Facebook Messenger (Mobile App)",230.56
2393,"Google Search (Mobile App)",110.47
2125,"Facebook (Mobile App)",1227.25
2444,"Google Search (Mobile App)",37.23
1564,"Facebook (Mobile App)",
1433,"Facebook (Mobile App)",213.83
391,"Facebook (Mobile App)",2565.41
1412,"Facebook (Mobile App)",669.18
1312,"Google Search (Mobile App)",75.07
2683,"Amazon Mobile (Mobile App)",2.63
2287,"Google Search (Mobile App)",9.62
845,"YouTube (Mobile App)",11.91
521,"Facebook (Mobile App)",2864.54
2747,"Google Play (Mobile App)",14.75
739,"Facebook (Mobile App)",765.14
2112,"Yahoo Mail (Mobile App)",2.73
857,"Facebook (Mobile App)",677.01
396,"Facebook (Mobile App)",324.92
430,"Facebook Messenger (Mobile App)",25.41
2729,"Facebook (Mobile App)",355.27
947,"Instagram (Mobile App)",67.82
2066,"Google Play (Mobile App)",93.46
1203,"Google Search (Mobile App)",5.52
1193,"YouTube (Mobile App)",3.52
1377,"Google Play (Mobile App)",19.60
358,"Snapchat (Mobile App)",16.67
1534,"Instagram (Mobile App)",44.72
311,"Pinterest (Mobile App)",0.55
1604,"Facebook (Mobile App)",248.91
1557,"Snapchat (Mobile App)",373.77
2503,"Snapchat (Mobile App)",18.35
654,"Facebook Messenger (Mobile App)",244.48
859,"Google Search (Mobile App)",33.91
2567,"YouTube (Mobile App)",0.34
1954,"YouTube (Mobile App)",
89,"Kindle (Mobile App)",13.48
760,"Microsoft Word (Mobile App)",4.09
980,"Instagram (Mobile App)",380.04
54,"Facebook (Mobile App)",664.46
2152,"Facebook (Mobile App)",83.66
1541,"Amazon Mobile (Mobile App)",17.06
999,"Amazon Mobile (Mobile App)",9.25
1028,"Google Search (Mobile App)",84.70
833,"Tumblr (Mobile App)",532.93
2170,"Google Search (Mobile App)",351.24
2458,"Snapchat (Mobile App)",89.02
165,"Facebook (Mobile App)",11.73
1886,"Instagram (Mobile App)",
1128,"YouTube (Mobile App)",1940.53
504,"Outlook (Mobile App)",70.37
2707,"Kindle (Mobile App)",193.30
2330,"Facebook (Mobile App)",637.32
502,"Facebook Messenger (Mobile App)",75.19
1797,"Snapchat (Mobile App)",42.42
1823,"YouTube (Mobile App)",0.85
954,"Facebook (Mobile App)",1417.45
1481,"Facebook (Mobile App)",410.85
620,"Facebook (Mobile App)",1765.18
2073,"Instagram (Mobile App)",714.55
2062,"Facebook Messenger (Mobile App)",384.12
1344,"Google Play (Mobile App)",27.44
164,"Facebook Messenger (Mobile App)",260.68
450,"Amazon Mobile (Mobile App)",45.12
917,"Google Play (Mobile App)",76.45
2477,"YouTube (Mobile App)",12.44
2687,"Google Play (Mobile App)",12.58
1984,"Google Search (Mobile App)",16.82
1108,"Google Play (Mobile App)",4.96
2330,"Instagram (Mobile App)",128.44
1991,"YouTube (Mobile App)",106.50
2100,"Amazon Mobile (Mobile App)",2.06
152,"Microsoft Word (Mobile App)",47.25
2546,"YouTube (Mobile App)",627.18
44,"Amazon Mobile (Mobile App)",49.10
303,"Google Play (Mobile App)",4.46
998,"Yahoo Mail (Mobile App)",0.02
1339,"Snapchat (Mobile App)",0.48
1779,"Pinterest (Mobile App)",3.79
617,"Pinterest (Mobile App)",15.82
2085,"Google Search (Mobile App)",256.14
1131,"Facebook Messenger (Mobile App)",132.53
253,"Netflix (Mobile App)",1.37
957,"Outlook (Mobile App)",3.83
1661,"Netflix (Mobile App)",0.59
2668,"Snapchat (Mobile App)",1283.73
898,"Facebook (Mobile App)",1150.96
2137,"Tumblr (Mobile App)",
982,"Facebook Messenger (Mobile App)",110.17
1617,"Facebook (Mobile App)",982.79
2527,"Google Search (Mobile App)",2.14
1455,"Yahoo Mail (Mobile App)",76.90
2532,"YouTube (Mobile App)",7372.07
2280,"Facebook (Mobile App)",159.54
1861,"Instagram (Mobile App)",34.73
1846,"Snapchat (Mobile App)",618.13
915,"Snapchat (Mobile App)",50.07
1178,"Facebook (Mobile App)",14.01
175,"Google Play (Mobile App)",9.18
6,"Pinterest (Mobile App)",66.42
805,"Amazon Mobile (Mobile App)",21.08
375,"Kindle (Mobile App)",452.84
1833,"Facebook (Mobile App)",832.80
1888,"Google Play (Mobile App)",21.44
2386,"Amazon Mobile (Mobile App)",9.22
923,"Facebook (Mobile App)",2221.56
468,"YouTube (Mobile App)",1.98
1374,"YouTube (Mobile App)",28.50
1612,"Yahoo Mail (Mobile App)",675.35
597,"Google Play (Mobile App)",45.53
1717,"Google Play (Mobile App)",23.48
325,"Instagram (Mobile App)",0.39
2503,"Facebook Messenger (Mobile App)",340.96
861,"Pinterest (Mobile App)",4.91
2539,"Facebook (Mobile App)",251.36
873,"Facebook Messenger (Mobile App)",111.87
1355,"Google Search (Mobile App)",0.01
976,"Instagram (Mobile App)",50.11
2714,"Sam's Club (Mobile App)",2.07
56,"YouTube (Mobile App)",807.27
2692,"Pinterest (Mobile App)",0.03
2287,"Facebook Messenger (Mobile App)",90.64
770,"Pinterest (Mobile App)",329.21
593,"Facebook (Mobile App)",1450.39
343,"GroupMe (Mobile App)",9.80
2677,"Yahoo Mail (Mobile App)",8.90
1830,"Facebook Messenger (Mobile App)",136.09
1083,"Amazon Music with Prime Music (Mobile App)",0.15
1883,"Instagram (Mobile App)",31.78
1900,"Google Search (Mobile App)",4.09
121,"Amazon Music with Prime Music (Mobile App)",12.81
1761,"YouTube (Mobile App)",1103.01
1369,"YouTube (Mobile App)",56.17
1741,"Instagram (Mobile App)",25.19
943,"Facebook (Mobile App)",13.78
340,"Instagram (Mobile App)",2.16
1796,"Pinterest (Mobile App)",24.42
1725,"YouTube (Mobile App)",797.35
1110,"Snapchat (Mobile App)",
207,"Facebook (Mobile App)",132.63
949,"Google Play (Mobile App)",9.35
1905,"Amazon Mobile (Mobile App)",11.47
381,"Google Play (Mobile App)",15.34
2769,"Facebook (Mobile App)",2734.22
766,"Google Play (Mobile App)",45.35
7,"Google Play (Mobile App)",5.23
1192,"Google Search (Mobile App)",72.94
1877,"Snapchat (Mobile App)",111.73
633,"Amazon Mobile (Mobile App)",2.63
2568,"Google Search (Mobile App)",666.17
2483,"Walmart (Mobile App)",6.92
2439,"Facebook Messenger (Mobile App)",38.57
398,"Google Search (Mobile App)",712.03
454,"Amazon Music with Prime Music (Mobile App)",11.48
2721,"Amazon Mobile (Mobile App)",1.14
2512,"Facebook Messenger (Mobile App)",672.05
1708,"Walmart (Mobile App)",3.26
